License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code,County
453357,ACTIVE,20,8/22/2007,7/31/2021,"BYUN, HAE YANG","373 W 39TH ST,LOS ANGELES, CA  90037-1428Census Tract:  2311.00",Y & Y MARKET,1933,Los Angeles
453374,ACTIVE,21,6/15/2007,5/31/2021,"HILTON, MOHAMMED","7950-52 FOUNTAIN AVE,WEST HOLLYWOOD, CA  90046-4606Census Tract:  7002.00",FOUNTAIN LIQUOR & MARKET,1983,Los Angeles
453378,ACTIVE,20,10/22/2007,9/30/2021,RESIDENCE INN BY MARRIOTT LLC,"321 S 1ST ST,BURBANK, CA  91502-1906Census Tract:  3107.02",RESIDENCE INN BY MARRIOTT,1910,Los Angeles
453442,ACTIVE,20,6/11/2007,5/31/2021,SHARMEENS ENTERPRISES INC,"2707 LANCASTER AVE,LOS ANGELES, CA  90033-1518Census Tract:  2031.00",NICOS MARKET,1933,Los Angeles
453494,ACTIVE,21,7/19/2007,6/30/2021,"DORGALLI, DAVID","27125 SIERRA HWY, STE 207,SANTA CLARITA, CA  91351-5430Census Tract:  9200.31",PARTY TIME LIQUOR 2,1985,Los Angeles
453547,ACTIVE,20,6/6/2007,7/31/2021,B S N ENTERPRISES INC,"14903 VICTORY BLVD,VAN NUYS, CA  91411-1806Census Tract:  1278.06",B S N ENTERPRISES INC,1933,Los Angeles
453653,ACTIVE,21,7/18/2007,6/30/2021,7 ELEVEN INC,"600 N GLENOAKS BLVD,BURBANK, CA  91502-1014Census Tract:  3107.01",7 ELEVEN STORE 2136 13830C,1910,Los Angeles
453666,ACTIVE,21,6/27/2007,5/31/2021,"WUHIB, YESHITILA","1400 CENTINELA AVE,INGLEWOOD, CA  90302-1181Census Tract:  6013.01",LIQUORETTE,1927,Los Angeles
453686,ACTIVE,20,6/29/2007,5/31/2021,MALIBU OIL INC,"23387 PACIFIC COAST HWY,MALIBU, CA  90265-4938Census Tract:  8005.04",MALIBU SHELL,1988,Los Angeles
453700,ACTIVE,20,8/14/2007,7/31/2021,UNITED BUSINESS MANAGEMENT INC,"15306 WHITTIER BLVD,WHITTIER, CA  90603-1336Census Tract:  5034.02",WHITTIER ARCO AM PM,1961,Los Angeles
453971,ACTIVE,21,7/6/2007,6/30/2021,"KOUSA, GHADA ELIAS","2585 N GAREY AVE,POMONA, CA  91767-2169Census Tract:  4022.00",CASK & KEG LIQUOR,1945,Los Angeles
453975,ACTIVE,20,2/27/2008,1/31/2022,KAVIR INC,"2195 S SANTA FE AVE,COMPTON, CA  90221-5310Census Tract:  5424.02",ARCO 82537,1912,Los Angeles
454005,ACTIVE,21,6/19/2007,11/30/2021,KARINAS CAKE HOUSE INC,"515 S GLENDALE AVE,GLENDALE, CA  91205-2272Census Tract:  3022.02",KARINAS CAKE HOUSE,1921,Los Angeles
454081,ACTIVE,21,8/9/2007,7/31/2021,"LONG, PEN AN","41958 50TH ST W, STE 1,QUARTZ HILL, CA  93536-2900Census Tract:  9103.01",BL 2 LIQUOR,1900,Los Angeles
454195,ACTIVE,21,6/29/2007,5/31/2021,"WON, YOUNG AE","14245 HAWTHORNE BLVD,HAWTHORNE, CA  90250-7007Census Tract:  6024.02",MELS & LEOS LIQUOR,1923,Los Angeles
454250,ACTIVE,21,8/24/2007,12/31/2021,"KAUR, KULWINDER","14054 VANOWEN ST,VAN NUYS, CA  91405-4143Census Tract:  1281.01",NEIL FULL STOP MARKET,1933,Los Angeles
454313,ACTIVE,20,9/7/2007,8/31/2021,"ESPINOSA, FRANCISCO JAVIER","8451 AVALON BLVD,LOS ANGELES, CA  90003-3141Census Tract:  2398.02",B & J MINI MARKET,1933,Los Angeles
454410,ACTIVE,21,7/23/2007,6/30/2021,"LIU, WEIXIAN","15817 GALE AVE,HACIENDA HEIGHTS, CA  91745-1602Census Tract:  4085.01",A & J LIQUOR,1900,Los Angeles
454480,ACTIVE,20,12/3/2008,11/30/2021,TARGET CORPORATION,"8840 CORBIN AVE,NORTHRIDGE, CA  91324-3309Census Tract:  1134.01",TARGET T0299,1933,Los Angeles
454554,ACTIVE,21,7/26/2007,6/30/2021,SH CORPORATION,"907 7TH AVE,HACIENDA HEIGHTS, CA  91745-1255Census Tract:  4084.01",PARKS LIQUOR,1900,Los Angeles
454620,ACTIVE,21,1/3/2008,10/31/2021,VALLARTA FOOD ENTERPRISES INC,"1801 W AVENUE I,LANCASTER, CA  93534-1453Census Tract:  9008.03",VALLARTA SUPERMARKETS,1980,Los Angeles
454702,ACTIVE,20,9/19/2007,8/31/2021,"KIM, KWANG CHUL","4746 ELIZABETH ST,CUDAHY, CA  90201-5104Census Tract:  5343.01",ABC MARKET,1971,Los Angeles
454732,ACTIVE,20,7/27/2007,6/30/2021,"LE, CHUNG THANH","512 & 514 S LORENA ST,LOS ANGELES, CA  90063-3144Census Tract:  2039.00",LA FAVORITA MARKET,1933,Los Angeles
454745,ACTIVE,21,9/4/2007,8/31/2021,NORTHGATE GONZALEZ LLC,"3930 W ROSECRANS AVE,HAWTHORNE, CA  90250-8020Census Tract:  6037.03",NORTHGATE SUPERMARKET,1923,Los Angeles
454880,ACTIVE,21,1/1/1994,6/30/2021,TRADER JOES COMPANY,"21054 VENTURA BLVD,WOODLAND HILLS, CA  91364-4545Census Tract:  1375.02",TRADER JOES 209,1933,Los Angeles
454895,ACTIVE,21,9/28/2007,8/31/2021,"KIM, JUNG HEUI","810 N GLENDORA AVE,COVINA, CA  91724-2528Census Tract:  4037.02",FIRE BIRD LIQUOR,1913,Los Angeles
454940,ACTIVE,21,7/30/2007,8/31/2021,C & A LUXOR MARKET INC,"39470 170TH ST E,PALMDALE, CA  93591-3341Census Tract:  9001.04",LUXOR MARKET,1900,Los Angeles
454974,ACTIVE,21,7/13/2007,1/31/2022,NEPTUNE INC,"600 W PACIFIC COAST HWY,WILMINGTON, CA  90744-2546Census Tract:  2945.10",NEPTUNE LIQUOR,1933,Los Angeles
454977,ACTIVE,20,7/19/2007,6/30/2021,"TEJADAQUINTEROS, JORGE A","6200 EASTERN AVE, UNIT 1 & 2,BELL GARDENS, CA  90201-1652Census Tract:  5341.02",EL PROGRESO MARKET,1972,Los Angeles
455047,ACTIVE,20,11/20/2007,10/31/2021,"LEE, IN","601 W ANAHEIM ST,WILMINGTON, CA  90744-4324Census Tract:  2948.10",SEN BARGAIN,1933,Los Angeles
455080,ACTIVE,21,7/19/2007,4/30/2021,JPJS INC,"301 MONTEREY RD,SOUTH PASADENA, CA  91030-3524Census Tract:  4807.02",FOREMOST LIQUOR MART,1957,Los Angeles
455148,ACTIVE,21,10/16/2007,9/30/2021,BEVERAGES & MORE INC,"6521 E PACIFIC COAST HWY,LONG BEACH, CA  90803Census Tract:  9800.07",BEVERAGES & MORE,1932,Los Angeles
455164,ACTIVE,20,8/24/2007,7/31/2021,TARGET CORPORATION,"1621 S ALAMEDA ST,COMPTON, CA  90220Census Tract:  5424.02",TARGET T2275,1912,Los Angeles
455171,ACTIVE,21,7/23/2007,7/31/2021,"OH, SU YEON","11534 LAKEWOOD BLVD, STE A,DOWNEY, CA  90241-5280Census Tract:  5511.01",HALL MARKET LIQUOR,1916,Los Angeles
455270,ACTIVE,21,7/30/2007,6/30/2021,GLENDALE RANCH MARKETPLACE INC,"1122 S CENTRAL AVE,GLENDALE, CA  91204-2213Census Tract:  3024.01",GLENDALE RANCH MARKET,1921,Los Angeles
455423,ACTIVE,21,9/6/2007,8/31/2021,"KIM, SHIN HAN","13103 LAKEWOOD BLVD,DOWNEY, CA  90242-5225Census Tract:  5534.00",ROYAL LIQUOR,1916,Los Angeles
455489,ACTIVE,21,9/13/2007,8/31/2021,SADDLEBACK MARKET INC,"17051 E AVENUE O,PALMDALE, CA  93591-3157Census Tract:  9001.03",SADDLEBACK MARKET,1900,Los Angeles
455544,ACTIVE,21,8/9/2007,7/31/2021,"KIM, ALEX HYANG","1152 W VALLEY BLVD,ALHAMBRA, CA  91803-2439Census Tract:  4809.03",LEES LIQUOR,1901,Los Angeles
455577,ACTIVE,20,8/2/2007,7/31/2021,"CHUN, MOON HEE","415 S TOPANGA CANYON BLVD,TOPANGA, CA  90290-3155Census Tract:  8001.02",COUNTRY NATURAL FOODS,1900,Los Angeles
455934,ACTIVE,21,7/12/2007,5/31/2021,"YANG, MEIYUAN","14701 S WESTERN AVE,GARDENA, CA  90249-3307Census Tract:  6034.00",FRIENDLY LIQUOR,1920,Los Angeles
456219,ACTIVE,21,12/30/2008,11/30/2021,SAN FERNANDO VALLEY PRODUCE & DELI INC,"18345 VANOWEN ST,RESEDA, CA  91355-5439Census Tract:  1323.00",SAN FERNANDO VALLEY PRODUCE & DELI INC,1933,Los Angeles
456229,ACTIVE,21,8/24/2007,7/31/2021,JMJ MAYFLOWER INC,"12903 S WILLOWBROOK AVE,COMPTON, CA  90222-2122Census Tract:  5414.00",C & W LIQUOR,1900,Los Angeles
456415,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"5555 WILSHIRE BLVD,LOS ANGELES, CA  90036-3808Census Tract:  2151.01",SMART & FINAL 371,1933,Los Angeles
456418,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"604 LINCOLN BLVD,LOS ANGELES, CA  90291Census Tract:  2731.00",SMART & FINAL 332,1933,Los Angeles
456419,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"10113 VENICE BLVD,LOS ANGELES, CA  90034-5809Census Tract:  2699.05",SMART & FINAL 330,1933,Los Angeles
456420,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"332 PACIFIC COAST HWY,REDONDO BEACH, CA  90277-3729Census Tract:  6213.01",SMART & FINAL 322,1946,Los Angeles
456421,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"12210 SANTA MONICA BLVD,LOS ANGELES, CA  90025-2518Census Tract:  2675.02",SMART & FINAL 315,1933,Los Angeles
456424,ACTIVE,20,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"3607 S VERMONT AVE,LOS ANGELES, CA  90007-3945Census Tract:  2226.00",SMART & FINAL 456,1933,Los Angeles
456425,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"11221 W PICO BLVD,LOS ANGELES, CA  90064-1714Census Tract:  2678.00",SMART & FINAL 395,1933,Los Angeles
456427,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"15205 HAWTHORNE BLVD,LAWNDALE, CA  90260-2139Census Tract:  6039.00",SMART & FINAL 529,1966,Los Angeles
456501,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"401 N FAIR OAKS AVE,PASADENA, CA  91103-3620Census Tract:  4619.01",SMART & FINAL 370,1943,Los Angeles
456503,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"114 N AZUSA AVE,COVINA, CA  91722-3604Census Tract:  4060.00",SMART & FINAL 367,1913,Los Angeles
456505,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"725 E MAIN ST,ALHAMBRA, CA  91801-4053Census Tract:  4803.02",SMART & FINAL 321,1901,Los Angeles
456509,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"11460 WASHINGTON BLVD,WHITTIER, CA  90606-3122Census Tract:  5023.02",SMART & FINAL 309,1961,Los Angeles
456512,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"160 W WILLOW ST,POMONA, CA  91768-1828Census Tract:  4022.00",SMART & FINAL 308,1945,Los Angeles
456519,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"3299 E COLORADO BLVD,PASADENA, CA  91107-3815Census Tract:  4631.02",SMART & FINAL 485,1943,Los Angeles
456520,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"3123 BALDWIN PARK BLVD,BALDWIN PARK, CA  91706-4783Census Tract:  4047.02",SMART & FINAL 481,1905,Los Angeles
456522,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"18204 GALE AVE,CITY OF INDUSTRY, CA  91748-1242Census Tract:  4082.11",SMART & FINAL 472,1926,Los Angeles
456528,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"16847 VENTURA BLVD,ENCINO, CA  91436Census Tract:  1397.01",SMART & FINAL 477,1933,Los Angeles
456531,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"23640 LYONS AVE, # B,SANTA CLARITA, CA  91321Census Tract:  9203.13",SMART & FINAL 468,1985,Los Angeles
456532,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"16210 DEVONSHIRE ST,GRANADA HILLS, CA  91344Census Tract:  1098.00",SMART & FINAL 460,1933,Los Angeles
456533,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"20410 S SUSANA RD,CARSON, CA  90810-1135Census Tract:  5440.01",SMART & FINAL 369,1977,Los Angeles
456534,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"11110 RAMONA BLVD,EL MONTE, CA  91731-3139Census Tract:  4332.00",SMART & FINAL 373,1918,Los Angeles
456536,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"21600 S VERMONT AVE,TORRANCE, CA  90502Census Tract:  5435.03",SMART & FINAL 348,1958,Los Angeles
456538,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"1125 E EL SEGUNDO BLVD,LOS ANGELES, CA  90059-3101Census Tract:  5408.00",SMART & FINAL 341,1900,Los Angeles
456539,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"3708 W BURBANK BLVD,BURBANK, CA  91505-2239Census Tract:  3112.00",SMART & FINAL 471,1910,Los Angeles
456540,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"10833 LONG BEACH BLVD,LYNWOOD, CA  90262-1912Census Tract:  5403.00",SMART & FINAL 333,1934,Los Angeles
456542,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"10935 FIRESTONE BLVD,NORWALK, CA  90650-2242Census Tract:  5503.00",SMART & FINAL 325,1940,Los Angeles
456543,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"6555 FOOTHILL BLVD,TUJUNGA, CA  91042Census Tract:  1013.00",SMART & FINAL 414,1933,Los Angeles
456547,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"28500 S WESTERN AVE,RANCHO PALOS VERDES, CA  90275-1436Census Tract:  6707.01",SMART & FINAL 306,1978,Los Angeles
456548,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"7815 VAN NUYS BLVD,VAN NUYS, CA  91402Census Tract:  1200.30",SMART & FINAL 349,1933,Los Angeles
456552,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"22631 VENTURA BLVD,WOODLAND HILLS, CA  91364Census Tract:  1372.01",SMART & FINAL 324,1933,Los Angeles
456553,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"2775 PACIFIC COAST HWY,TORRANCE, CA  90505-7001Census Tract:  6511.01",SMART & FINAL 458,1958,Los Angeles
456554,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"210 N VERDUGO RD,GLENDALE, CA  91206-3938Census Tract:  3021.04",SMART & FINAL 304,1921,Los Angeles
456555,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"1320 ATLANTIC AVE,LONG BEACH, CA  90813-3394Census Tract:  5753.00",SMART & FINAL 440,1932,Los Angeles
456556,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"6601 LAUREL CANYON BLVD,NORTH HOLLYWOOD, CA  91606Census Tract:  1233.01",SMART & FINAL 374,1933,Los Angeles
456557,ACTIVE,20,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"2949 W PICO BLVD,LOS ANGELES, CA  90006-3809Census Tract:  2132.02",SMART & FINAL 364,1933,Los Angeles
456558,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"10893 SAN FERNANDO RD,PACOIMA, CA  91331Census Tract:  1044.04",SMART & FINAL 372,1933,Los Angeles
456559,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"10340 MASON AVE,CHATSWORTH, CA  91311Census Tract:  1131.02",SMART & FINAL 528,1933,Los Angeles
456560,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"939 N WESTERN AVE,LOS ANGELES, CA  90029-3246Census Tract:  1917.20",SMART & FINAL 363,1933,Los Angeles
456562,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"2308 E 4TH ST,LOS ANGELES, CA  90033-4306Census Tract:  2046.00",SMART & FINAL 345,1933,Los Angeles
456565,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"5029 FLORENCE AVE,BELL, CA  90201-3802Census Tract:  5338.05",SMART & FINAL 319,1906,Los Angeles
456566,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"1216 COMPTON AVE,LOS ANGELES, CA  90021-2331Census Tract:  2260.02",SMART & FINAL 310,1933,Los Angeles
456568,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"1041 N FULLER AVE,WEST HOLLYWOOD, CA  90046-6603Census Tract:  7001.02",SMART & FINAL 474,1983,Los Angeles
456571,ACTIVE,21,5/20/2008,6/30/2021,SMART & FINAL STORES LLC,"6060 N FIGUEROA ST,LOS ANGELES, CA  90042-4232Census Tract:  1837.01",SMART & FINAL 413,1933,Los Angeles
456612,ACTIVE,20,9/10/2007,8/31/2021,"PATEL, NISHANT","1498 S TOWNE AVE,POMONA, CA  91766-4565Census Tract:  4028.04",CENTRAL MART,1945,Los Angeles
456652,ACTIVE,20,11/8/2007,10/31/2021,KOHAN PETROLEUM INC,"26409 SIERRA HWY,SANTA CLARITA, CA  91321-2122Census Tract:  9200.31",FRIENDLY VALLEY AM PM,1985,Los Angeles
456664,ACTIVE,21,9/12/2007,8/31/2021,"GERIS, EHAB","701 N NORMANDIE AVE,LOS ANGELES, CA  90029-3412Census Tract:  1916.10",I & A LIQUOR,1933,Los Angeles
456928,ACTIVE,21,10/20/2011,6/30/2021,VONS COMPANIES INC THE,"8969 SANTA MONICA BLVD,WEST HOLLYWOOD, CA  90069-4911Census Tract:  7005.01",VONS STORE 2739,1983,Los Angeles
456932,ACTIVE,21,9/13/2007,8/31/2021,"PARK, KYUNG HAE","11022 ATLANTIC AVE,LYNWOOD, CA  90262-3049Census Tract:  5400.00",ATLANTIC LIQUOR,1934,Los Angeles
456963,ACTIVE,21,9/12/2007,8/31/2021,WYMANS LIQUOR INC,"9300 FIRESTONE BLVD,DOWNEY, CA  90241-5323Census Tract:  5511.02",WYMANS LIQUOR,1916,Los Angeles
456965,ACTIVE,21,5/21/2008,6/30/2021,"THRIFTY PAYLESS, INC.","37950 47TH ST E,PALMDALE, CA  93552Census Tract:  9107.13",RITE AID 5844,1974,Los Angeles
456967,ACTIVE,20,11/5/2007,10/31/2021,"GUZMAN, ESTHER","5210 N CLYDEBANK AVE,AZUSA, CA  91702-5105Census Tract:  4045.01",VALLEYDALE MARKET,1900,Los Angeles
457042,ACTIVE,20,10/23/2007,6/30/2021,7 ELEVEN INC,"1200 S GARFIELD AVE,ALHAMBRA, CA  91801-5036Census Tract:  4816.03",7 ELEVEN STORE 2175 17792G,1901,Los Angeles
457062,ACTIVE,21,9/19/2007,8/31/2021,"AISHOUA, DAWOD SAWMI","5102 HOLLYWOOD BLVD,LOS ANGELES, CA  90027-6106Census Tract:  1905.20",QUICK STOP LIQUOR,1933,Los Angeles
457074,ACTIVE,20,12/6/2007,11/30/2021,"DUMAS, OSCAR VELEZ","13667 GARFIELD AVE,SOUTH GATE, CA  90280-8179Census Tract:  5362.00",M & S MARKET,1956,Los Angeles
457154,ACTIVE,20,4/23/2008,3/31/2021,WINE MERCHANT THE,"1913 PONTIUS AVE,LOS ANGELES, CA  90025-5611Census Tract:  2672.00",WINE MERCHANT THE,1933,Los Angeles
457253,ACTIVE,20,11/16/2007,10/31/2021,"VILLANUEVA, ANGELICA MARIBEL","8902 AVALON BLVD,LOS ANGELES, CA  90003-3810Census Tract:  2400.20",ANGELICAS MARKET,1933,Los Angeles
457288,ACTIVE,21,9/28/2007,8/31/2021,"SHIN, BOK JA","7941 EASTERN AVE,BELL GARDENS, CA  90201-5405Census Tract:  5342.01",TOWN HOUSE,1972,Los Angeles
457328,ACTIVE,21,10/11/2007,9/30/2021,"HONG, HEE KYUNG","6252 WILSHIRE BLVD,LOS ANGELES, CA  90048-5104Census Tract:  2163.00",LE CHATEAU WINE & SPIRITS,1933,Los Angeles
457365,ACTIVE,20,9/18/2007,3/31/2021,J & G GONZALEZ ENTERPRISES INC,"113-15 E AVE J,LANCASTER, CA  93535-3500Census Tract:  9006.07",CARNICERIA GONZALEZ,1980,Los Angeles
457373,ACTIVE,21,11/30/2007,10/31/2021,SUPER CENTER CONCEPTS INC,"9100 WHITTIER BLVD,PICO RIVERA, CA  90660-2444Census Tract:  5009.00",,1944,Los Angeles
457383,ACTIVE,20,12/14/2007,11/30/2021,RAINBOW ACRES,"13218 W WASHINGTON BLVD,CULVER CITY, CA  90066-5106Census Tract:  7028.03",,1914,Los Angeles
457395,ACTIVE,21,11/15/2007,10/31/2021,BEVERAGES & MORE INC,"1773-1775 N VICTORY PL,BURBANK, CA  91502-1646Census Tract:  3105.01",BEVERAGES & MORE,1910,Los Angeles
457422,ACTIVE,20,9/20/2007,8/31/2021,"SANTIBANEZ, GUILLERMO","3901 E CESAR E CHAVEZ AVE,LOS ANGELES, CA  90063-1806Census Tract:  5309.02",EL PAISA MARKET,1900,Los Angeles
457520,ACTIVE,20,10/25/2007,9/30/2021,"SINGH, HELGA","16138 SAN FERNANDO MISSION BLVD,GRANADA HILLS, CA  91344-3831Census Tract:  1093.00",ALTA DENA EXPRESS,1933,Los Angeles
457532,ACTIVE,20,11/8/2007,10/31/2021,FOOD LA LLC,"10571 W PICO BLVD,LOS ANGELES, CA  90064-2333Census Tract:  2679.02",FOOD LA LLC,1933,Los Angeles
457549,ACTIVE,20,10/30/2007,9/30/2021,DAVES INVESTMENTS INC,"111 W AVENUE K,LANCASTER, CA  93534-6007Census Tract:  9005.01",ARCO AM PM MINI MARKET,1980,Los Angeles
457556,ACTIVE,21,12/20/2007,11/30/2021,SOONKWON INC,"5707 SANTA MONICA BLVD,LOS ANGELES, CA  90038-3201Census Tract:  1909.01",TONYS LIQUOR,1933,Los Angeles
457575,ACTIVE,20,10/1/2007,9/30/2021,ACCIDENTAL WINE COMPANY THE,"2555 E OLYMPIC BLVD,LOS ANGELES, CA  90023-2605Census Tract:  2060.50",ACCIDENTAL WINE CO THE,1933,Los Angeles
457757,ACTIVE,21,10/31/2007,9/30/2021,"CHUNG, JOON KEUN","614 E EL SEGUNDO BLVD,COMPTON, CA  90222-2321Census Tract:  5416.03",GENERAL STORE,1912,Los Angeles
457867,ACTIVE,21,10/16/2007,9/30/2021,"NAKOUD, ISSA FADEL","14305 AMAR RD,LA PUENTE, CA  91744-2402Census Tract:  4073.01",GOLDEN JUG LIQUOR & DELI,1930,Los Angeles
458030,ACTIVE,21,10/11/2007,9/30/2021,"AKTAR, BAKUL","727 LINCOLN BLVD,LOS ANGELES, CA  90291-2845Census Tract:  2732.00",LINCOLN BEVERAGE & FINE WINES,1933,Los Angeles
458127,ACTIVE,21,10/11/2007,9/30/2021,7 10 MARKET INC,"3500 MARTIN LUTHER KING JR BLVD,LYNWOOD, CA  90262-2010Census Tract:  5402.02",7 10 LIQUOR & MARKET,1934,Los Angeles
458198,ACTIVE,20,10/11/2007,4/30/2021,HORIZON INVESTMENT GROUP INC,"10808 LAKEWOOD BLVD,DOWNEY, CA  90241-3807Census Tract:  5510.00",ARCO AM PM 9670,1916,Los Angeles
458269,ACTIVE,21,1/15/2009,12/31/2021,YUMMY FOODS LLC,"6020 S SEABLUFF DR, #7,PLAYA VISTA, CA  90094-2252Census Tract:  2756.02",YUMMY FOODS,1933,Los Angeles
458480,ACTIVE,20,11/26/2007,10/31/2021,G MAK INVESTMENT INC,"4870 BELLFLOWER BLVD,LAKEWOOD, CA  90713-2306Census Tract:  5711.01",G MAK INVESTMENT INC,1929,Los Angeles
458555,ACTIVE,21,10/25/2007,9/30/2021,"ZHENG, SONGZHE","16310 PIONEER BLVD,NORWALK, CA  90650-7040Census Tract:  5547.00",PIONEER LIQUOR,1940,Los Angeles
458557,ACTIVE,20,11/7/2007,10/31/2021,"PEREZGARCIA, NICOLAS","1177 W VERNON AVE,LOS ANGELES, CA  90037-2444Census Tract:  2316.00",GARCIAS MARKET,1933,Los Angeles
458560,ACTIVE,21,1/24/2008,12/31/2021,RASPUTIN INTERNATIONAL FOOD COMPANY INC,"17159 VENTURA BLVD,ENCINO, CA  91316-4004Census Tract:  1396.00",RASPUTIN INTERNATIONAL FOOD CO,1933,Los Angeles
458672,ACTIVE,20,12/15/2008,11/30/2021,SINACO OIL CORPORATION,"11280 NATIONAL BLVD,LOS ANGELES, CA  90064-3920Census Tract:  2716.00",LARRY UNION PRO WASH,1933,Los Angeles
459349,ACTIVE,21,7/15/2009,6/30/2021,CALIFORNIA FINE WINE & SPIRITS LLC,"19336 NORDHOFF ST,NORTHRIDGE, CA  91324Census Tract:  1133.01",TOTAL WINE & MORE,1933,Los Angeles
459523,ACTIVE,21,10/29/2007,1/31/2022,TARZANA WINE & SPIRITS INC,"18839 VENTURA BLVD,TARZANA, CA  91356-3304Census Tract:  1394.01",TARZANA WINE AND SPIRITS,1933,Los Angeles
459693,ACTIVE,21,8/4/2008,7/31/2021,MRS GOOCHS NATURAL FOOD MARKETS INC,"225 S LINCOLN BLVD,VENICE, CA  90291-2809Census Tract:  2732.00",WHOLE FOODS MARKET,1933,Los Angeles
459730,ACTIVE,21,4/8/2010,6/30/2021,TRADER JOES COMPANY,"31176 HAWTHORNE BLVD,RANCHO PALOS VERDES, CA  90275Census Tract:  6706.02",TRADER JOES 233,1978,Los Angeles
459969,ACTIVE,20,12/17/2007,11/30/2021,HENRYS HOLDINGS LLC,"820 N WESTERN AVE,SAN PEDRO, CA  90732-2426Census Tract:  2964.01",SPROUTS FARMERS MARKETS,1933,Los Angeles
459984,ACTIVE,20,11/29/2007,10/31/2021,TOPANGA OIL INC,"6423 TOPANGA CANYON BLVD,WOODLAND HILLS, CA  91303-2621Census Tract:  1351.11",TOPANGA OIL INC,1933,Los Angeles
460015,ACTIVE,20,11/8/2007,10/31/2021,SCHREINERS FINE SAUSAGES INC,"3417 OCEAN VIEW BLVD,GLENDALE, CA  91208-1508Census Tract:  3006.00",SCHREINERS FINE SAUSAGE,1921,Los Angeles
460045,ACTIVE,21,11/29/2007,10/31/2021,H MART WEST INC,"2825 S DIAMOND BAR BLVD,DIAMOND BAR, CA  91765-3414Census Tract:  4033.25",H MART,1986,Los Angeles
460063,ACTIVE,20,10/2/2007,3/31/2021,"HOK, CHHEANG","2643 E 4TH ST,LOS ANGELES, CA  90033-4420Census Tract:  2043.00",J&M MARKET,1933,Los Angeles
460064,ACTIVE,20,1/3/2008,9/30/2021,"GUTIERREZ, NABOR M","8851 HOOPER AVE,LOS ANGELES, CA  90002-1151Census Tract:  5352.00",NABORS MEAT MARKET,1900,Los Angeles
